,Document,Topic,Name,Top_n_words,Probability,Representative_document
4630,imagine you dont even smoke &amp; someone gives you this without telling you theres weed inside,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
4639,bro i dont like telling people that i smoke weed when i dont have toidk why mfs keep telling others for me,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.81745325,FALSE
4641,"all i wanna do is sip my lean ,count my racks and smoke my weed",1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
4652,"rt : remember, its totally ok to smoke weed.",1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.941627169,FALSE
4661,rt : just kick back and smoke while i do the work i love my weed man,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
4664,rt : smoke weed and mind your business,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
4678,i cant fw a nigga that dont smoke weed im sorry,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.930036365,FALSE
4717,rt : people who used to smoke weed but dont anymore are weedgans,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
4730,"smoke weed every single night &amp; day buffalo, new york",1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
4788,i wanna smoke a whole pack with no weed,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
4802,"its definitely not the same at all, unless you smoke weed with blunt wrap",1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.792198392,FALSE
4808,rt : u ever smoke so much weed tht u turn into a lil bunny,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.730032614,FALSE
4853,rt : my bucketlist: fill a bucket with weed. smoke weed.,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
4872,kan kick - weed smoke don't cure the heathen,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
4894,rt : when it comes to some weed im going to smoke it,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.870681433,FALSE
4895,what i said: weed is linked to internal issues. be aware of the possible risks involved. what they heard: weed bad. dont smoke.,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.816241309,FALSE
4900,"m us adults will smoke pot in . won't grow their own, even with the legal ability to do so. will grow their own (as a hobby or a side hustle or a main hustle)",1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
4944,"rt : my three gfs. and yes, they smoke weed.",1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
4965,what weed yall smoke? cause what?,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
5012,"if you dont smoke weed, i dont know how you deal with the bear market? puff puff pass",1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
5014,i smoke weed im going to park to smoke weed. &amp; iv never seen a un vehicle.,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.934805311,FALSE
5028,rt : yo im arguably one of your biggest fans in the world in lets chill and smoke some weed together wys? ht,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
5029,rt : smoke a little weed everyday,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.845672595,FALSE
5074,when i smoke weed i feel like a bad b*tch vs when i dont smoke weed i feel boujie asf,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.873038428,FALSE
5083,"okay trying to plan a sequel to my hualesbians weedfic but i don't have any plot ideas aside from ""they smoke weed and have sex"" lmaooooo",1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.722013614,FALSE
5089,my dude smoke a little less weed. you are not as intelligent as you seem to think you are.,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.903987741,FALSE
5094,hope everyone have a great day n don't forget to smoke ur weed today,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
5125,rt : when i accidentally smoke the weed that makes me paranoid instead of the weed that makes me a silly goose,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.977557254,FALSE
5127,if you have a weed event make sure you can smoke at it! tired of all these lame ass weed events with no cannabis consumption.,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
5134,rt : a lot of yall smoke huff ass weed.. &amp; yall gas smell like ass so stop smoking it in the spots.,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.967516606,FALSE
5149,way i smoke my dope and blow my os youll think i grow weed,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
5151,my mom said we could smoke weed on the coved porch while it rains if its ok with ur mom?,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.856670662,FALSE
5165,"rt : sorry im high on that good caterpillar...... uh..... ""smoke"" ( narrat0r design belongs to im so sorry shsh",1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.738887501,FALSE
5173,i smoke weed for breakfast good morning beautiful ppl,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.722443282,FALSE
5185,rt : i think we should smoke some weed but that's just me,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.976886997,FALSE
5205,i can smoke a pound of weed and not be high like,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
5206,i just smoke weed all the time and philosophise about deep shit.,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
5235,lets smoke weed fuck that,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.725726639,FALSE
5240,what other chemicals are involved when vaping weed?,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.987997438,FALSE
5247,"banished to the front porch by mother nature, but i will try to carry on with this oliva serie v liga especial, with a finger of smoke wagon. hope everyone has a great friday!",1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
5293,so fucking pissed rn. think i need to smoke some weed about it,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
5296,rt : pretty bitch that smoke weed,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
5307,forgive them. they don't understand that you can't overdose on weed. i don't think they smoke,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
5312,its just great how enjoyable life is when you smoke weed,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.773235318,FALSE
5316,rt : i wonder how many gospel singers smoke weed in the studio,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.797999364,FALSE
5325,"pussy, pussy, pussy, marijuana i wanna smoke weed everyday and i'm gonna!",1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
5330,how did u tell me that!? but not that u didn't j smoke weed what the hell,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.795493168,FALSE
5334,rt : hey do u wanna come over and smoke weed with me and die,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.954339241,FALSE
5341,and smoke weed too,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
5357,rt : butter crop smoke grey,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
5360,"rt : as creatives, we need time to sit around and smoke weed",1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
5385,my chest hurting but ima still smoke this weed,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
5388,sometimes ion know if i wanna smoke this weed or myself,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
5397,"rt : dont smoke weed when youre going to weddings, someone here is asking if the body has arrived",1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
5422,rt : smoke weed yall think medusa got lil snakes as her coochie hairs or naw????,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
5431,but gettin paid to smoke weed is always a + lol like yall dont know i lost like hella or my sponsorships because like i was depressed and stopped making constant videos and content on it.but i been going back up these last few months,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
5432,rt : we just going to /11 man. why you need to smoke weed first? is something wrong with you?,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
5433,rt : why do anything else when u can smoke weed,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
5453,i think everybody in whole family smoke weed,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
5468,im in new lex who is trying to smoke something green,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.91864865,FALSE
5470,"now you do. ok, you got me there. i only got but all the weed i could smoke.",1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
5503,rt : wanna smoke weed and get head while i do it,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
5506,rt : me getting up in the middle of the night to smoke some weed again:,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
5512,"life spoil finish for your head my brother.if not see wetin you use as name wizkid weed,from everything you look like who de smoke loud on empty belle no doubt ewu",1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.809120122,FALSE
5518,rt : do you smoke weed? let me know so i can follow you and we can be besties!,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
5523,i really do not understand where the weed people like deji smoke is grown. i shudder in surprise when these persons i respect loose their integrity for a mere promise of position or paltry sums of money.,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
5539,interact if you smoke weed,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
5573,i smoke weed with toxic waste exclusively,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
5578,rt : i will not smoke the bugs,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.959894856,FALSE
5583,i smoke weed in a park. im not quitting for anyone. it #was neutral ground. &amp; iv never seen a un vehicle.,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,0.883387066,FALSE
5584,rt : put down the vape and just smoke weed like a real man,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
5617,smoke a lot of weed to keep dem bitches off my mind,1,1_weed_smoke_rt_grass,weed - smoke - rt - grass - successful - dont - high - everyday - get - im,1,FALSE
